"computerName","datetime","CounterCategory","CounterName","Item","Value","WholeCounter"
"e2016site2","2018-05-5 09:31:55","msexchange rpcclientaccess","rpc requests",,"0","msexchange rpcclientaccess-rpc requests"
"e2016site1","2018-05-5 09:31:55","memory","available mbytes",,"917","memory-available mbytes"
"e2016site2","2018-05-5 09:31:55","memory","available mbytes",,"840","memory-available mbytes"
"e2016site1","2018-05-5 09:31:55","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:55","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:55","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:55","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:55","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:55","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:55","physicaldisk(1)","avg. disk sec/transfer","1","0","physicaldisk(1)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:55","physicaldisk(2)","avg. disk sec/transfer","2","0","physicaldisk(2)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:55","physicaldisk(3)","avg. disk sec/transfer","3","0","physicaldisk(3)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:55","physicaldisk(4)","avg. disk sec/transfer","4","0","physicaldisk(4)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:55","physicaldisk(0 c:)","avg. disk sec/transfer","0 c:","0","physicaldisk(0 c:)-avg. disk sec/transfer"
"e2016site2","2018-05-5 09:31:55","physicaldisk(_total)","avg. disk sec/transfer","_total","0","physicaldisk(_total)-avg. disk sec/transfer"
"e2016site1","2018-05-5 09:31:55","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","29829.29","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site1","2018-05-5 09:31:55","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site1","2018-05-5 09:31:55","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})","bytes total/sec","isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be}","0","network interface(isatap.{7b6ad9dd-9da5-459a-b158-9539c74b42be})-bytes total/sec"
"e2016site2","2018-05-5 09:31:55","network interface(microsoft hyper-v network adapter)","bytes total/sec","microsoft hyper-v network adapter","35157.25","network interface(microsoft hyper-v network adapter)-bytes total/sec"
"e2016site2","2018-05-5 09:31:55","network interface(isatap.msftonlinerepro.com)","bytes total/sec","isatap.msftonlinerepro.com","0","network interface(isatap.msftonlinerepro.com)-bytes total/sec"
"e2016site2","2018-05-5 09:31:55","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})","bytes total/sec","isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6}","0","network interface(isatap.{48fe05f3-786e-4756-b1b9-0c81877942d6})-bytes total/sec"
